candidate,votes,election_day,absentee
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,362,342,20
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,118,110,8
Guy Reschenthaler (REP).  .  .  .  .  .  .,243,231,12
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,361,341,20
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,106,98,8
George Dunbar (REP) .  .  .  .  .  .  .  .,256,244,12
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,362,342,20
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4603 ROSTRAVER TWP - COLLINSBU,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,773,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,445,434,11
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,95,91,4
Republican (REP) .  .  .  .  .  .  .  .  .,131,127,4
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,4,4,0
Total .  .  .  .  .  .  .  .  .  .,231,223,8
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,195,190,5
Lou Barletta (REP)  .  .  .  .  .  .  .  .,232,226,6
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,3,3,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,9,9,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,439,428,11
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,207,202,5
Scott R Wagner (REP).  .  .  .  .  .  .  .,224,219,5
Paul Glover (GRN).  .  .  .  .  .  .  .  .,3,3,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,7,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,441,431,10
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,176,171,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,253,247,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,429,418,11
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,172,167,5
Pat Stefano (REP).  .  .  .  .  .  .  .  .,254,248,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,426,415,11
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,161,156,5
Justin Walsh (REP)  .  .  .  .  .  .  .  .,280,274,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,441,430,11
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4606 ROSTRAVER TWP - CONCORD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,688",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,997,956,41
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,184,177,7
Republican (REP) .  .  .  .  .  .  .  .  .,348,335,13
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,532,512,20
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,405,386,19
Lou Barletta (REP)  .  .  .  .  .  .  .  .,558,537,21
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,4,4,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,5,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,973,932,41
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,429,410,19
Scott R Wagner (REP).  .  .  .  .  .  .  .,545,524,21
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,7,6,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,984,943,41
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,370,354,16
Guy Reschenthaler (REP).  .  .  .  .  .  .,611,587,24
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,981,941,40
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,362,346,16
Pat Stefano (REP).  .  .  .  .  .  .  .  .,611,588,23
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,973,934,39
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,299,285,14
Justin Walsh (REP)  .  .  .  .  .  .  .  .,691,665,26
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,990,950,40
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4609 ROSTRAVER TWP - CROSS ROA,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,484",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,852,815,37
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,147,136,11
Republican (REP) .  .  .  .  .  .  .  .  .,275,266,9
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,422,402,20
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,345,327,18
Lou Barletta (REP)  .  .  .  .  .  .  .  .,481,463,18
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,7,6,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,833,796,37
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,385,365,20
Scott R Wagner (REP).  .  .  .  .  .  .  .,456,440,16
Paul Glover (GRN).  .  .  .  .  .  .  .  .,3,3,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,6,5,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,850,813,37
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,327,308,19
Guy Reschenthaler (REP).  .  .  .  .  .  .,516,498,18
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,843,806,37
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,317,298,19
Pat Stefano (REP).  .  .  .  .  .  .  .  .,522,504,18
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,839,802,37
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,246,228,18
Justin Walsh (REP)  .  .  .  .  .  .  .  .,603,584,19
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,849,812,37
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4612 ROSTRAVER TWP - FELLSBURG,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"2,062",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,298","1,257",41
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,241,231,10
Republican (REP) .  .  .  .  .  .  .  .  .,452,436,16
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,695,669,26
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,564,545,19
Lou Barletta (REP)  .  .  .  .  .  .  .  .,691,670,21
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,5,5,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,9,9,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,1,1
Total .  .  .  .  .  .  .  .  .  .,"1,271","1,230",41
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,612,592,20
Scott R Wagner (REP).  .  .  .  .  .  .  .,663,642,21
Paul Glover (GRN).  .  .  .  .  .  .  .  .,4,4,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,11,11,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,"1,290","1,249",41
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,513,495,18
Guy Reschenthaler (REP).  .  .  .  .  .  .,761,739,22
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,"1,274","1,234",40
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,481,463,18
Pat Stefano (REP).  .  .  .  .  .  .  .  .,789,767,22
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,"1,270","1,230",40
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,391,376,15
Justin Walsh (REP)  .  .  .  .  .  .  .  .,896,872,24
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,0,2
Total .  .  .  .  .  .  .  .  .  .,"1,289","1,248",41
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4615 ROSTRAVER TWP - LYNNWOOD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,503,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,293,286,7
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,77,74,3
Republican (REP) .  .  .  .  .  .  .  .  .,79,79,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,157,154,3
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,159,153,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,126,125,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,287,280,7
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,165,159,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,125,124,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,291,284,7
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,151,147,4
Guy Reschenthaler (REP).  .  .  .  .  .  .,141,138,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,292,285,7
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,146,140,6
Pat Stefano (REP).  .  .  .  .  .  .  .  .,142,141,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,289,282,7
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,130,127,3
Justin Walsh (REP)  .  .  .  .  .  .  .  .,161,157,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,291,284,7
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4618 ROSTRAVER TWP - PRICEDALE,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,816,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,398,388,10
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,104,100,4
Republican (REP) .  .  .  .  .  .  .  .  .,127,124,3
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,232,225,7
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,206,200,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,185,181,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,395,385,10
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,210,204,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,182,178,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,395,385,10
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,180,174,6
Guy Reschenthaler (REP).  .  .  .  .  .  .,213,209,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,393,383,10
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,182,176,6
Pat Stefano (REP).  .  .  .  .  .  .  .  .,205,201,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,387,377,10
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,163,157,6
Justin Walsh (REP)  .  .  .  .  .  .  .  .,230,226,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,393,383,10
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4621 ROSTRAVER TWP - VAN METER,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,86,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,38,38,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,15,15,0
Republican (REP) .  .  .  .  .  .  .  .  .,6,6,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,22,22,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,23,23,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,14,14,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,37,37,0
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,25,25,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,12,12,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,38,38,0
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,23,23,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,13,13,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,36,36,0
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,22,22,0
Pat Stefano (REP).  .  .  .  .  .  .  .  .,15,15,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,37,37,0
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,20,20,0
Justin Walsh (REP)  .  .  .  .  .  .  .  .,18,18,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,38,38,0
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4624 ROSTRAVER TWP - WEBSTER,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,452,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,256,255,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,50,50,0
Republican (REP) .  .  .  .  .  .  .  .  .,91,91,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,143,143,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,115,114,1
Lou Barletta (REP)  .  .  .  .  .  .  .  .,131,131,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,252,251,1
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,118,117,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,130,130,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,254,253,1
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,100,99,1
Guy Reschenthaler (REP).  .  .  .  .  .  .,152,152,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,252,251,1
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,105,105,0
Pat Stefano (REP).  .  .  .  .  .  .  .  .,143,143,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,248,248,0
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,89,89,0
Justin Walsh (REP)  .  .  .  .  .  .  .  .,164,164,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,253,253,0
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4703 SALEM TWP - FIVE POINTS,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,044",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,674,648,26
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,86,79,7
Republican (REP) .  .  .  .  .  .  .  .  .,263,252,11
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,351,333,18
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,210,200,10
Lou Barletta (REP)  .  .  .  .  .  .  .  .,435,420,15
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,1,1
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,15,15,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,662,636,26
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,225,215,10
Scott R Wagner (REP).  .  .  .  .  .  .  .,427,413,14
Paul Glover (GRN).  .  .  .  .  .  .  .  .,4,3,1
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,12,12,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,668,643,25
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,186,177,9
Guy Reschenthaler (REP).  .  .  .  .  .  .,479,462,17
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,667,641,26
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,154,144,10
Eric Nelson (REP).  .  .  .  .  .  .  .  .,507,491,16
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,661,635,26
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4706 SALEM TWP - HUGUS,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,410,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,218,212,6
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
